1,2,3,4,5,6,7,8,result
"[1, 0]","[1, 1]","[1, 2]","[2, 0]","[2, 1]","[3, 0]","[3, 1]","[3, 2]",15
"[1, 0]","[1, 1]","[1, 2]","[2, 0]","[3, 0]","[2, 1]","[3, 1]","[3, 2]",15
"[1, 0]","[1, 1]","[1, 2]","[2, 0]","[3, 0]","[3, 1]","[2, 1]","[3, 2]",15
"[1, 0]","[1, 1]","[1, 2]","[2, 0]","[3, 0]","[3, 1]","[3, 2]","[2, 1]",18
"[1, 0]","[1, 1]","[1, 2]","[3, 0]","[2, 0]","[2, 1]","[3, 1]","[3, 2]",15
"[1, 0]","[1, 1]","[1, 2]","[3, 0]","[2, 0]","[3, 1]","[2, 1]","[3, 2]",15
"[1, 0]","[1, 1]","[1, 2]","[3, 0]","[2, 0]","[3, 1]","[3, 2]","[2, 1]",18
"[1, 0]","[1, 1]","[1, 2]","[3, 0]","[3, 1]","[2, 0]","[2, 1]","[3, 2]",19
"[1, 0]","[1, 1]","[1, 2]","[3, 0]","[3, 1]","[2, 0]","[3, 2]","[2, 1]",18
"[1, 0]","[1, 1]","[1, 2]","[3, 0]","[3, 1]","[3, 2]","[2, 0]","[2, 1]",18
"[1, 0]","[1, 1]","[2, 0]","[1, 2]","[2, 1]","[3, 0]","[3, 1]","[3, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[1, 2]","[3, 0]","[2, 1]","[3, 1]","[3, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[1, 2]","[3, 0]","[3, 1]","[2, 1]","[3, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[1, 2]","[3, 0]","[3, 1]","[3, 2]","[2, 1]",16
"[1, 0]","[1, 1]","[2, 0]","[2, 1]","[1, 2]","[3, 0]","[3, 1]","[3, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[2, 1]","[3, 0]","[1, 2]","[3, 1]","[3, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[2, 1]","[3, 0]","[3, 1]","[1, 2]","[3, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[2, 1]","[3, 0]","[3, 1]","[3, 2]","[1, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[3, 0]","[1, 2]","[2, 1]","[3, 1]","[3, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[3, 0]","[1, 2]","[3, 1]","[2, 1]","[3, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[3, 0]","[1, 2]","[3, 1]","[3, 2]","[2, 1]",16
"[1, 0]","[1, 1]","[2, 0]","[3, 0]","[2, 1]","[1, 2]","[3, 1]","[3, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[3, 0]","[2, 1]","[3, 1]","[1, 2]","[3, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[3, 0]","[2, 1]","[3, 1]","[3, 2]","[1, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[3, 0]","[3, 1]","[1, 2]","[2, 1]","[3, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[3, 0]","[3, 1]","[1, 2]","[3, 2]","[2, 1]",16
"[1, 0]","[1, 1]","[2, 0]","[3, 0]","[3, 1]","[2, 1]","[1, 2]","[3, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[3, 0]","[3, 1]","[2, 1]","[3, 2]","[1, 2]",13
"[1, 0]","[1, 1]","[2, 0]","[3, 0]","[3, 1]","[3, 2]","[1, 2]","[2, 1]",16
"[1, 0]","[1, 1]","[2, 0]","[3, 0]","[3, 1]","[3, 2]","[2, 1]","[1, 2]",16
"[1, 0]","[1, 1]","[3, 0]","[1, 2]","[2, 0]","[2, 1]","[3, 1]","[3, 2]",15
"[1, 0]","[1, 1]","[3, 0]","[1, 2]","[2, 0]","[3, 1]","[2, 1]","[3, 2]",15
"[1, 0]","[1, 1]","[3, 0]","[1, 2]","[2, 0]","[3, 1]","[3, 2]","[2, 1]",18
"[1, 0]","[1, 1]","[3, 0]","[1, 2]","[3, 1]","[2, 0]","[2, 1]","[3, 2]",19
"[1, 0]","[1, 1]","[3, 0]","[1, 2]","[3, 1]","[2, 0]","[3, 2]","[2, 1]",18
"[1, 0]","[1, 1]","[3, 0]","[1, 2]","[3, 1]","[3, 2]","[2, 0]","[2, 1]",18
"[1, 0]","[1, 1]","[3, 0]","[2, 0]","[1, 2]","[2, 1]","[3, 1]","[3, 2]",13
"[1, 0]","[1, 1]","[3, 0]","[2, 0]","[1, 2]","[3, 1]","[2, 1]","[3, 2]",13
"[1, 0]","[1, 1]","[3, 0]","[2, 0]","[1, 2]","[3, 1]","[3, 2]","[2, 1]",16
"[1, 0]","[1, 1]","[3, 0]","[2, 0]","[2, 1]","[1, 2]","[3, 1]","[3, 2]",13
"[1, 0]","[1, 1]","[3, 0]","[2, 0]","[2, 1]","[3, 1]","[1, 2]","[3, 2]",13
"[1, 0]","[1, 1]","[3, 0]","[2, 0]","[2, 1]","[3, 1]","[3, 2]","[1, 2]",13
"[1, 0]","[1, 1]","[3, 0]","[2, 0]","[3, 1]","[1, 2]","[2, 1]","[3, 2]",13
"[1, 0]","[1, 1]","[3, 0]","[2, 0]","[3, 1]","[1, 2]","[3, 2]","[2, 1]",16
"[1, 0]","[1, 1]","[3, 0]","[2, 0]","[3, 1]","[2, 1]","[1, 2]","[3, 2]",13
"[1, 0]","[1, 1]","[3, 0]","[2, 0]","[3, 1]","[2, 1]","[3, 2]","[1, 2]",13
"[1, 0]","[1, 1]","[3, 0]","[2, 0]","[3, 1]","[3, 2]","[1, 2]","[2, 1]",16
"[1, 0]","[1, 1]","[3, 0]","[2, 0]","[3, 1]","[3, 2]","[2, 1]","[1, 2]",16
"[1, 0]","[1, 1]","[3, 0]","[3, 1]","[1, 2]","[2, 0]","[2, 1]","[3, 2]",20
"[1, 0]","[1, 1]","[3, 0]","[3, 1]","[1, 2]","[2, 0]","[3, 2]","[2, 1]",19
"[1, 0]","[1, 1]","[3, 0]","[3, 1]","[1, 2]","[3, 2]","[2, 0]","[2, 1]",19
"[1, 0]","[1, 1]","[3, 0]","[3, 1]","[2, 0]","[1, 2]","[2, 1]","[3, 2]",19
"[1, 0]","[1, 1]","[3, 0]","[3, 1]","[2, 0]","[1, 2]","[3, 2]","[2, 1]",18
"[1, 0]","[1, 1]","[3, 0]","[3, 1]","[2, 0]","[2, 1]","[1, 2]","[3, 2]",19
"[1, 0]","[1, 1]","[3, 0]","[3, 1]","[2, 0]","[2, 1]","[3, 2]","[1, 2]",19
"[1, 0]","[1, 1]","[3, 0]","[3, 1]","[2, 0]","[3, 2]","[1, 2]","[2, 1]",18
"[1, 0]","[1, 1]","[3, 0]","[3, 1]","[2, 0]","[3, 2]","[2, 1]","[1, 2]",18
"[1, 0]","[1, 1]","[3, 0]","[3, 1]","[3, 2]","[1, 2]","[2, 0]","[2, 1]",19
"[1, 0]","[1, 1]","[3, 0]","[3, 1]","[3, 2]","[2, 0]","[1, 2]","[2, 1]",18
"[1, 0]","[1, 1]","[3, 0]","[3, 1]","[3, 2]","[2, 0]","[2, 1]","[1, 2]",18
"[1, 0]","[2, 0]","[1, 1]","[1, 2]","[2, 1]","[3, 0]","[3, 1]","[3, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[1, 2]","[3, 0]","[2, 1]","[3, 1]","[3, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[1, 2]","[3, 0]","[3, 1]","[2, 1]","[3, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[1, 2]","[3, 0]","[3, 1]","[3, 2]","[2, 1]",16
"[1, 0]","[2, 0]","[1, 1]","[2, 1]","[1, 2]","[3, 0]","[3, 1]","[3, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[2, 1]","[3, 0]","[1, 2]","[3, 1]","[3, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[2, 1]","[3, 0]","[3, 1]","[1, 2]","[3, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[2, 1]","[3, 0]","[3, 1]","[3, 2]","[1, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[3, 0]","[1, 2]","[2, 1]","[3, 1]","[3, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[3, 0]","[1, 2]","[3, 1]","[2, 1]","[3, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[3, 0]","[1, 2]","[3, 1]","[3, 2]","[2, 1]",16
"[1, 0]","[2, 0]","[1, 1]","[3, 0]","[2, 1]","[1, 2]","[3, 1]","[3, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[3, 0]","[2, 1]","[3, 1]","[1, 2]","[3, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[3, 0]","[2, 1]","[3, 1]","[3, 2]","[1, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[3, 0]","[3, 1]","[1, 2]","[2, 1]","[3, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[3, 0]","[3, 1]","[1, 2]","[3, 2]","[2, 1]",16
"[1, 0]","[2, 0]","[1, 1]","[3, 0]","[3, 1]","[2, 1]","[1, 2]","[3, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[3, 0]","[3, 1]","[2, 1]","[3, 2]","[1, 2]",13
"[1, 0]","[2, 0]","[1, 1]","[3, 0]","[3, 1]","[3, 2]","[1, 2]","[2, 1]",16
"[1, 0]","[2, 0]","[1, 1]","[3, 0]","[3, 1]","[3, 2]","[2, 1]","[1, 2]",16
"[1, 0]","[2, 0]","[2, 1]","[1, 1]","[1, 2]","[3, 0]","[3, 1]","[3, 2]",13
"[1, 0]","[2, 0]","[2, 1]","[1, 1]","[3, 0]","[1, 2]","[3, 1]","[3, 2]",13
"[1, 0]","[2, 0]","[2, 1]","[1, 1]","[3, 0]","[3, 1]","[1, 2]","[3, 2]",13
"[1, 0]","[2, 0]","[2, 1]","[1, 1]","[3, 0]","[3, 1]","[3, 2]","[1, 2]",13
"[1, 0]","[2, 0]","[2, 1]","[3, 0]","[1, 1]","[1, 2]","[3, 1]","[3, 2]",12
"[1, 0]","[2, 0]","[2, 1]","[3, 0]","[1, 1]","[3, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[2, 0]","[2, 1]","[3, 0]","[1, 1]","[3, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[2, 0]","[2, 1]","[3, 0]","[3, 1]","[1, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[2, 0]","[2, 1]","[3, 0]","[3, 1]","[1, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[2, 0]","[2, 1]","[3, 0]","[3, 1]","[3, 2]","[1, 1]","[1, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[1, 1]","[1, 2]","[2, 1]","[3, 1]","[3, 2]",12
"[1, 0]","[2, 0]","[3, 0]","[1, 1]","[1, 2]","[3, 1]","[2, 1]","[3, 2]",12
"[1, 0]","[2, 0]","[3, 0]","[1, 1]","[1, 2]","[3, 1]","[3, 2]","[2, 1]",15
"[1, 0]","[2, 0]","[3, 0]","[1, 1]","[2, 1]","[1, 2]","[3, 1]","[3, 2]",12
"[1, 0]","[2, 0]","[3, 0]","[1, 1]","[2, 1]","[3, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[1, 1]","[2, 1]","[3, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[1, 1]","[3, 1]","[1, 2]","[2, 1]","[3, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[1, 1]","[3, 1]","[1, 2]","[3, 2]","[2, 1]",11
"[1, 0]","[2, 0]","[3, 0]","[1, 1]","[3, 1]","[2, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[1, 1]","[3, 1]","[2, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[1, 1]","[3, 1]","[3, 2]","[1, 2]","[2, 1]",11
"[1, 0]","[2, 0]","[3, 0]","[1, 1]","[3, 1]","[3, 2]","[2, 1]","[1, 2]",11
"[1, 0]","[2, 0]","[3, 0]","[2, 1]","[1, 1]","[1, 2]","[3, 1]","[3, 2]",12
"[1, 0]","[2, 0]","[3, 0]","[2, 1]","[1, 1]","[3, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[2, 1]","[1, 1]","[3, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[2, 1]","[3, 1]","[1, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[2, 1]","[3, 1]","[1, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[2, 1]","[3, 1]","[3, 2]","[1, 1]","[1, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[3, 1]","[1, 1]","[1, 2]","[2, 1]","[3, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[3, 1]","[1, 1]","[1, 2]","[3, 2]","[2, 1]",11
"[1, 0]","[2, 0]","[3, 0]","[3, 1]","[1, 1]","[2, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[3, 1]","[1, 1]","[2, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[3, 1]","[1, 1]","[3, 2]","[1, 2]","[2, 1]",11
"[1, 0]","[2, 0]","[3, 0]","[3, 1]","[1, 1]","[3, 2]","[2, 1]","[1, 2]",11
"[1, 0]","[2, 0]","[3, 0]","[3, 1]","[2, 1]","[1, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[3, 1]","[2, 1]","[1, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[3, 1]","[2, 1]","[3, 2]","[1, 1]","[1, 2]",8
"[1, 0]","[2, 0]","[3, 0]","[3, 1]","[3, 2]","[1, 1]","[1, 2]","[2, 1]",11
"[1, 0]","[2, 0]","[3, 0]","[3, 1]","[3, 2]","[1, 1]","[2, 1]","[1, 2]",11
"[1, 0]","[2, 0]","[3, 0]","[3, 1]","[3, 2]","[2, 1]","[1, 1]","[1, 2]",11
"[1, 0]","[3, 0]","[1, 1]","[1, 2]","[2, 0]","[2, 1]","[3, 1]","[3, 2]",15
"[1, 0]","[3, 0]","[1, 1]","[1, 2]","[2, 0]","[3, 1]","[2, 1]","[3, 2]",15
"[1, 0]","[3, 0]","[1, 1]","[1, 2]","[2, 0]","[3, 1]","[3, 2]","[2, 1]",18
"[1, 0]","[3, 0]","[1, 1]","[1, 2]","[3, 1]","[2, 0]","[2, 1]","[3, 2]",18
"[1, 0]","[3, 0]","[1, 1]","[1, 2]","[3, 1]","[2, 0]","[3, 2]","[2, 1]",17
"[1, 0]","[3, 0]","[1, 1]","[1, 2]","[3, 1]","[3, 2]","[2, 0]","[2, 1]",17
"[1, 0]","[3, 0]","[1, 1]","[2, 0]","[1, 2]","[2, 1]","[3, 1]","[3, 2]",12
"[1, 0]","[3, 0]","[1, 1]","[2, 0]","[1, 2]","[3, 1]","[2, 1]","[3, 2]",12
"[1, 0]","[3, 0]","[1, 1]","[2, 0]","[1, 2]","[3, 1]","[3, 2]","[2, 1]",15
"[1, 0]","[3, 0]","[1, 1]","[2, 0]","[2, 1]","[1, 2]","[3, 1]","[3, 2]",12
"[1, 0]","[3, 0]","[1, 1]","[2, 0]","[2, 1]","[3, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[3, 0]","[1, 1]","[2, 0]","[2, 1]","[3, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[3, 0]","[1, 1]","[2, 0]","[3, 1]","[1, 2]","[2, 1]","[3, 2]",8
"[1, 0]","[3, 0]","[1, 1]","[2, 0]","[3, 1]","[1, 2]","[3, 2]","[2, 1]",11
"[1, 0]","[3, 0]","[1, 1]","[2, 0]","[3, 1]","[2, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[3, 0]","[1, 1]","[2, 0]","[3, 1]","[2, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[3, 0]","[1, 1]","[2, 0]","[3, 1]","[3, 2]","[1, 2]","[2, 1]",11
"[1, 0]","[3, 0]","[1, 1]","[2, 0]","[3, 1]","[3, 2]","[2, 1]","[1, 2]",11
"[1, 0]","[3, 0]","[1, 1]","[3, 1]","[1, 2]","[2, 0]","[2, 1]","[3, 2]",14
"[1, 0]","[3, 0]","[1, 1]","[3, 1]","[1, 2]","[2, 0]","[3, 2]","[2, 1]",13
"[1, 0]","[3, 0]","[1, 1]","[3, 1]","[1, 2]","[3, 2]","[2, 0]","[2, 1]",13
"[1, 0]","[3, 0]","[1, 1]","[3, 1]","[2, 0]","[1, 2]","[2, 1]","[3, 2]",13
"[1, 0]","[3, 0]","[1, 1]","[3, 1]","[2, 0]","[1, 2]","[3, 2]","[2, 1]",12
"[1, 0]","[3, 0]","[1, 1]","[3, 1]","[2, 0]","[2, 1]","[1, 2]","[3, 2]",13
"[1, 0]","[3, 0]","[1, 1]","[3, 1]","[2, 0]","[2, 1]","[3, 2]","[1, 2]",13
"[1, 0]","[3, 0]","[1, 1]","[3, 1]","[2, 0]","[3, 2]","[1, 2]","[2, 1]",12
"[1, 0]","[3, 0]","[1, 1]","[3, 1]","[2, 0]","[3, 2]","[2, 1]","[1, 2]",12
"[1, 0]","[3, 0]","[1, 1]","[3, 1]","[3, 2]","[1, 2]","[2, 0]","[2, 1]",13
"[1, 0]","[3, 0]","[1, 1]","[3, 1]","[3, 2]","[2, 0]","[1, 2]","[2, 1]",12
"[1, 0]","[3, 0]","[1, 1]","[3, 1]","[3, 2]","[2, 0]","[2, 1]","[1, 2]",12
"[1, 0]","[3, 0]","[2, 0]","[1, 1]","[1, 2]","[2, 1]","[3, 1]","[3, 2]",12
"[1, 0]","[3, 0]","[2, 0]","[1, 1]","[1, 2]","[3, 1]","[2, 1]","[3, 2]",12
"[1, 0]","[3, 0]","[2, 0]","[1, 1]","[1, 2]","[3, 1]","[3, 2]","[2, 1]",15
"[1, 0]","[3, 0]","[2, 0]","[1, 1]","[2, 1]","[1, 2]","[3, 1]","[3, 2]",12
"[1, 0]","[3, 0]","[2, 0]","[1, 1]","[2, 1]","[3, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[1, 1]","[2, 1]","[3, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[1, 1]","[3, 1]","[1, 2]","[2, 1]","[3, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[1, 1]","[3, 1]","[1, 2]","[3, 2]","[2, 1]",11
"[1, 0]","[3, 0]","[2, 0]","[1, 1]","[3, 1]","[2, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[1, 1]","[3, 1]","[2, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[1, 1]","[3, 1]","[3, 2]","[1, 2]","[2, 1]",11
"[1, 0]","[3, 0]","[2, 0]","[1, 1]","[3, 1]","[3, 2]","[2, 1]","[1, 2]",11
"[1, 0]","[3, 0]","[2, 0]","[2, 1]","[1, 1]","[1, 2]","[3, 1]","[3, 2]",12
"[1, 0]","[3, 0]","[2, 0]","[2, 1]","[1, 1]","[3, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[2, 1]","[1, 1]","[3, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[2, 1]","[3, 1]","[1, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[2, 1]","[3, 1]","[1, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[2, 1]","[3, 1]","[3, 2]","[1, 1]","[1, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[3, 1]","[1, 1]","[1, 2]","[2, 1]","[3, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[3, 1]","[1, 1]","[1, 2]","[3, 2]","[2, 1]",11
"[1, 0]","[3, 0]","[2, 0]","[3, 1]","[1, 1]","[2, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[3, 1]","[1, 1]","[2, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[3, 1]","[1, 1]","[3, 2]","[1, 2]","[2, 1]",11
"[1, 0]","[3, 0]","[2, 0]","[3, 1]","[1, 1]","[3, 2]","[2, 1]","[1, 2]",11
"[1, 0]","[3, 0]","[2, 0]","[3, 1]","[2, 1]","[1, 1]","[1, 2]","[3, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[3, 1]","[2, 1]","[1, 1]","[3, 2]","[1, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[3, 1]","[2, 1]","[3, 2]","[1, 1]","[1, 2]",8
"[1, 0]","[3, 0]","[2, 0]","[3, 1]","[3, 2]","[1, 1]","[1, 2]","[2, 1]",11
"[1, 0]","[3, 0]","[2, 0]","[3, 1]","[3, 2]","[1, 1]","[2, 1]","[1, 2]",11
"[1, 0]","[3, 0]","[2, 0]","[3, 1]","[3, 2]","[2, 1]","[1, 1]","[1, 2]",11
"[1, 0]","[3, 0]","[3, 1]","[1, 1]","[1, 2]","[2, 0]","[2, 1]","[3, 2]",14
"[1, 0]","[3, 0]","[3, 1]","[1, 1]","[1, 2]","[2, 0]","[3, 2]","[2, 1]",13
"[1, 0]","[3, 0]","[3, 1]","[1, 1]","[1, 2]","[3, 2]","[2, 0]","[2, 1]",13
"[1, 0]","[3, 0]","[3, 1]","[1, 1]","[2, 0]","[1, 2]","[2, 1]","[3, 2]",13
"[1, 0]","[3, 0]","[3, 1]","[1, 1]","[2, 0]","[1, 2]","[3, 2]","[2, 1]",12
"[1, 0]","[3, 0]","[3, 1]","[1, 1]","[2, 0]","[2, 1]","[1, 2]","[3, 2]",13
