1,2,3,4,5,6,7,8,result
"[3, 0]","[1, 0]","[1, 1]","[3, 1]","[2, 0]","[2, 1]","[1, 2]","[3, 2]",13
"[3, 0]","[1, 0]","[1, 1]","[3, 1]","[2, 0]","[2, 1]","[3, 2]","[1, 2]",13
"[3, 0]","[1, 0]","[1, 1]","[3, 1]","[2, 0]","[3, 2]","[1, 2]","[2, 1]",12
"[3, 0]","[1, 0]","[1, 1]","[3, 1]","[2, 0]","[3, 2]","[2, 1]","[1, 2]",12
"[3, 0]","[1, 0]","[1, 1]","[3, 1]","[3, 2]","[1, 2]","[2, 0]","[2, 1]",13
"[3, 0]","[1, 0]","[1, 1]","[3, 1]","[3, 2]","[2, 0]","[1, 2]","[2, 1]",12
"[3, 0]","[1, 0]","[1, 1]","[3, 1]","[3, 2]","[2, 0]","[2, 1]","[1, 2]",12
"[3, 0]","[1, 0]","[2, 0]","[1, 1]","[1, 2]","[2, 1]","[3, 1]","[3, 2]",12
"[3, 0]","[1, 0]","[2, 0]","[1, 1]","[1, 2]","[3, 1]","[2, 1]","[3, 2]",12
"[3, 0]","[1, 0]","[2, 0]","[1, 1]","[1, 2]","[3, 1]","[3, 2]","[2, 1]",15
"[3, 0]","[1, 0]","[2, 0]","[1, 1]","[2, 1]","[1, 2]","[3, 1]","[3, 2]",12
"[3, 0]","[1, 0]","[2, 0]","[1, 1]","[2, 1]","[3, 1]","[1, 2]","[3, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[1, 1]","[2, 1]","[3, 1]","[3, 2]","[1, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[1, 1]","[3, 1]","[1, 2]","[2, 1]","[3, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[1, 1]","[3, 1]","[1, 2]","[3, 2]","[2, 1]",11
"[3, 0]","[1, 0]","[2, 0]","[1, 1]","[3, 1]","[2, 1]","[1, 2]","[3, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[1, 1]","[3, 1]","[2, 1]","[3, 2]","[1, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[1, 1]","[3, 1]","[3, 2]","[1, 2]","[2, 1]",11
"[3, 0]","[1, 0]","[2, 0]","[1, 1]","[3, 1]","[3, 2]","[2, 1]","[1, 2]",11
"[3, 0]","[1, 0]","[2, 0]","[2, 1]","[1, 1]","[1, 2]","[3, 1]","[3, 2]",12
"[3, 0]","[1, 0]","[2, 0]","[2, 1]","[1, 1]","[3, 1]","[1, 2]","[3, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[2, 1]","[1, 1]","[3, 1]","[3, 2]","[1, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[2, 1]","[3, 1]","[1, 1]","[1, 2]","[3, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[2, 1]","[3, 1]","[1, 1]","[3, 2]","[1, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[2, 1]","[3, 1]","[3, 2]","[1, 1]","[1, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[3, 1]","[1, 1]","[1, 2]","[2, 1]","[3, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[3, 1]","[1, 1]","[1, 2]","[3, 2]","[2, 1]",11
"[3, 0]","[1, 0]","[2, 0]","[3, 1]","[1, 1]","[2, 1]","[1, 2]","[3, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[3, 1]","[1, 1]","[2, 1]","[3, 2]","[1, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[3, 1]","[1, 1]","[3, 2]","[1, 2]","[2, 1]",11
"[3, 0]","[1, 0]","[2, 0]","[3, 1]","[1, 1]","[3, 2]","[2, 1]","[1, 2]",11
"[3, 0]","[1, 0]","[2, 0]","[3, 1]","[2, 1]","[1, 1]","[1, 2]","[3, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[3, 1]","[2, 1]","[1, 1]","[3, 2]","[1, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[3, 1]","[2, 1]","[3, 2]","[1, 1]","[1, 2]",8
"[3, 0]","[1, 0]","[2, 0]","[3, 1]","[3, 2]","[1, 1]","[1, 2]","[2, 1]",11
"[3, 0]","[1, 0]","[2, 0]","[3, 1]","[3, 2]","[1, 1]","[2, 1]","[1, 2]",11
"[3, 0]","[1, 0]","[2, 0]","[3, 1]","[3, 2]","[2, 1]","[1, 1]","[1, 2]",11
"[3, 0]","[1, 0]","[3, 1]","[1, 1]","[1, 2]","[2, 0]","[2, 1]","[3, 2]",14
"[3, 0]","[1, 0]","[3, 1]","[1, 1]","[1, 2]","[2, 0]","[3, 2]","[2, 1]",13
"[3, 0]","[1, 0]","[3, 1]","[1, 1]","[1, 2]","[3, 2]","[2, 0]","[2, 1]",13
"[3, 0]","[1, 0]","[3, 1]","[1, 1]","[2, 0]","[1, 2]","[2, 1]","[3, 2]",13
"[3, 0]","[1, 0]","[3, 1]","[1, 1]","[2, 0]","[1, 2]","[3, 2]","[2, 1]",12
"[3, 0]","[1, 0]","[3, 1]","[1, 1]","[2, 0]","[2, 1]","[1, 2]","[3, 2]",13
"[3, 0]","[1, 0]","[3, 1]","[1, 1]","[2, 0]","[2, 1]","[3, 2]","[1, 2]",13
"[3, 0]","[1, 0]","[3, 1]","[1, 1]","[2, 0]","[3, 2]","[1, 2]","[2, 1]",12
"[3, 0]","[1, 0]","[3, 1]","[1, 1]","[2, 0]","[3, 2]","[2, 1]","[1, 2]",12
"[3, 0]","[1, 0]","[3, 1]","[1, 1]","[3, 2]","[1, 2]","[2, 0]","[2, 1]",13
"[3, 0]","[1, 0]","[3, 1]","[1, 1]","[3, 2]","[2, 0]","[1, 2]","[2, 1]",12
"[3, 0]","[1, 0]","[3, 1]","[1, 1]","[3, 2]","[2, 0]","[2, 1]","[1, 2]",12
"[3, 0]","[1, 0]","[3, 1]","[2, 0]","[1, 1]","[1, 2]","[2, 1]","[3, 2]",13
"[3, 0]","[1, 0]","[3, 1]","[2, 0]","[1, 1]","[1, 2]","[3, 2]","[2, 1]",12
"[3, 0]","[1, 0]","[3, 1]","[2, 0]","[1, 1]","[2, 1]","[1, 2]","[3, 2]",13
"[3, 0]","[1, 0]","[3, 1]","[2, 0]","[1, 1]","[2, 1]","[3, 2]","[1, 2]",13
"[3, 0]","[1, 0]","[3, 1]","[2, 0]","[1, 1]","[3, 2]","[1, 2]","[2, 1]",12
"[3, 0]","[1, 0]","[3, 1]","[2, 0]","[1, 1]","[3, 2]","[2, 1]","[1, 2]",12
"[3, 0]","[1, 0]","[3, 1]","[2, 0]","[2, 1]","[1, 1]","[1, 2]","[3, 2]",13
"[3, 0]","[1, 0]","[3, 1]","[2, 0]","[2, 1]","[1, 1]","[3, 2]","[1, 2]",13
"[3, 0]","[1, 0]","[3, 1]","[2, 0]","[2, 1]","[3, 2]","[1, 1]","[1, 2]",13
"[3, 0]","[1, 0]","[3, 1]","[2, 0]","[3, 2]","[1, 1]","[1, 2]","[2, 1]",12
"[3, 0]","[1, 0]","[3, 1]","[2, 0]","[3, 2]","[1, 1]","[2, 1]","[1, 2]",12
"[3, 0]","[1, 0]","[3, 1]","[2, 0]","[3, 2]","[2, 1]","[1, 1]","[1, 2]",12
"[3, 0]","[1, 0]","[3, 1]","[3, 2]","[1, 1]","[1, 2]","[2, 0]","[2, 1]",13
"[3, 0]","[1, 0]","[3, 1]","[3, 2]","[1, 1]","[2, 0]","[1, 2]","[2, 1]",12
"[3, 0]","[1, 0]","[3, 1]","[3, 2]","[1, 1]","[2, 0]","[2, 1]","[1, 2]",12
"[3, 0]","[1, 0]","[3, 1]","[3, 2]","[2, 0]","[1, 1]","[1, 2]","[2, 1]",12
"[3, 0]","[1, 0]","[3, 1]","[3, 2]","[2, 0]","[1, 1]","[2, 1]","[1, 2]",12
"[3, 0]","[1, 0]","[3, 1]","[3, 2]","[2, 0]","[2, 1]","[1, 1]","[1, 2]",12
"[3, 0]","[2, 0]","[1, 0]","[1, 1]","[1, 2]","[2, 1]","[3, 1]","[3, 2]",12
"[3, 0]","[2, 0]","[1, 0]","[1, 1]","[1, 2]","[3, 1]","[2, 1]","[3, 2]",12
"[3, 0]","[2, 0]","[1, 0]","[1, 1]","[1, 2]","[3, 1]","[3, 2]","[2, 1]",15
"[3, 0]","[2, 0]","[1, 0]","[1, 1]","[2, 1]","[1, 2]","[3, 1]","[3, 2]",12
"[3, 0]","[2, 0]","[1, 0]","[1, 1]","[2, 1]","[3, 1]","[1, 2]","[3, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[1, 1]","[2, 1]","[3, 1]","[3, 2]","[1, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[1, 1]","[3, 1]","[1, 2]","[2, 1]","[3, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[1, 1]","[3, 1]","[1, 2]","[3, 2]","[2, 1]",11
"[3, 0]","[2, 0]","[1, 0]","[1, 1]","[3, 1]","[2, 1]","[1, 2]","[3, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[1, 1]","[3, 1]","[2, 1]","[3, 2]","[1, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[1, 1]","[3, 1]","[3, 2]","[1, 2]","[2, 1]",11
"[3, 0]","[2, 0]","[1, 0]","[1, 1]","[3, 1]","[3, 2]","[2, 1]","[1, 2]",11
"[3, 0]","[2, 0]","[1, 0]","[2, 1]","[1, 1]","[1, 2]","[3, 1]","[3, 2]",12
"[3, 0]","[2, 0]","[1, 0]","[2, 1]","[1, 1]","[3, 1]","[1, 2]","[3, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[2, 1]","[1, 1]","[3, 1]","[3, 2]","[1, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[2, 1]","[3, 1]","[1, 1]","[1, 2]","[3, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[2, 1]","[3, 1]","[1, 1]","[3, 2]","[1, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[2, 1]","[3, 1]","[3, 2]","[1, 1]","[1, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[3, 1]","[1, 1]","[1, 2]","[2, 1]","[3, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[3, 1]","[1, 1]","[1, 2]","[3, 2]","[2, 1]",11
"[3, 0]","[2, 0]","[1, 0]","[3, 1]","[1, 1]","[2, 1]","[1, 2]","[3, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[3, 1]","[1, 1]","[2, 1]","[3, 2]","[1, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[3, 1]","[1, 1]","[3, 2]","[1, 2]","[2, 1]",11
"[3, 0]","[2, 0]","[1, 0]","[3, 1]","[1, 1]","[3, 2]","[2, 1]","[1, 2]",11
"[3, 0]","[2, 0]","[1, 0]","[3, 1]","[2, 1]","[1, 1]","[1, 2]","[3, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[3, 1]","[2, 1]","[1, 1]","[3, 2]","[1, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[3, 1]","[2, 1]","[3, 2]","[1, 1]","[1, 2]",8
"[3, 0]","[2, 0]","[1, 0]","[3, 1]","[3, 2]","[1, 1]","[1, 2]","[2, 1]",11
"[3, 0]","[2, 0]","[1, 0]","[3, 1]","[3, 2]","[1, 1]","[2, 1]","[1, 2]",11
"[3, 0]","[2, 0]","[1, 0]","[3, 1]","[3, 2]","[2, 1]","[1, 1]","[1, 2]",11
"[3, 0]","[2, 0]","[2, 1]","[1, 0]","[1, 1]","[1, 2]","[3, 1]","[3, 2]",18
"[3, 0]","[2, 0]","[2, 1]","[1, 0]","[1, 1]","[3, 1]","[1, 2]","[3, 2]",13
"[3, 0]","[2, 0]","[2, 1]","[1, 0]","[1, 1]","[3, 1]","[3, 2]","[1, 2]",13
"[3, 0]","[2, 0]","[2, 1]","[1, 0]","[3, 1]","[1, 1]","[1, 2]","[3, 2]",13
"[3, 0]","[2, 0]","[2, 1]","[1, 0]","[3, 1]","[1, 1]","[3, 2]","[1, 2]",13
"[3, 0]","[2, 0]","[2, 1]","[1, 0]","[3, 1]","[3, 2]","[1, 1]","[1, 2]",13
"[3, 0]","[2, 0]","[2, 1]","[3, 1]","[1, 0]","[1, 1]","[1, 2]","[3, 2]",13
"[3, 0]","[2, 0]","[2, 1]","[3, 1]","[1, 0]","[1, 1]","[3, 2]","[1, 2]",13
"[3, 0]","[2, 0]","[2, 1]","[3, 1]","[1, 0]","[3, 2]","[1, 1]","[1, 2]",13
"[3, 0]","[2, 0]","[2, 1]","[3, 1]","[3, 2]","[1, 0]","[1, 1]","[1, 2]",15
"[3, 0]","[2, 0]","[3, 1]","[1, 0]","[1, 1]","[1, 2]","[2, 1]","[3, 2]",8
"[3, 0]","[2, 0]","[3, 1]","[1, 0]","[1, 1]","[1, 2]","[3, 2]","[2, 1]",11
"[3, 0]","[2, 0]","[3, 1]","[1, 0]","[1, 1]","[2, 1]","[1, 2]","[3, 2]",8
"[3, 0]","[2, 0]","[3, 1]","[1, 0]","[1, 1]","[2, 1]","[3, 2]","[1, 2]",8
"[3, 0]","[2, 0]","[3, 1]","[1, 0]","[1, 1]","[3, 2]","[1, 2]","[2, 1]",11
"[3, 0]","[2, 0]","[3, 1]","[1, 0]","[1, 1]","[3, 2]","[2, 1]","[1, 2]",11
"[3, 0]","[2, 0]","[3, 1]","[1, 0]","[2, 1]","[1, 1]","[1, 2]","[3, 2]",8
"[3, 0]","[2, 0]","[3, 1]","[1, 0]","[2, 1]","[1, 1]","[3, 2]","[1, 2]",8
"[3, 0]","[2, 0]","[3, 1]","[1, 0]","[2, 1]","[3, 2]","[1, 1]","[1, 2]",8
"[3, 0]","[2, 0]","[3, 1]","[1, 0]","[3, 2]","[1, 1]","[1, 2]","[2, 1]",11
"[3, 0]","[2, 0]","[3, 1]","[1, 0]","[3, 2]","[1, 1]","[2, 1]","[1, 2]",11
"[3, 0]","[2, 0]","[3, 1]","[1, 0]","[3, 2]","[2, 1]","[1, 1]","[1, 2]",11
"[3, 0]","[2, 0]","[3, 1]","[2, 1]","[1, 0]","[1, 1]","[1, 2]","[3, 2]",13
"[3, 0]","[2, 0]","[3, 1]","[2, 1]","[1, 0]","[1, 1]","[3, 2]","[1, 2]",13
"[3, 0]","[2, 0]","[3, 1]","[2, 1]","[1, 0]","[3, 2]","[1, 1]","[1, 2]",13
"[3, 0]","[2, 0]","[3, 1]","[2, 1]","[3, 2]","[1, 0]","[1, 1]","[1, 2]",15
"[3, 0]","[2, 0]","[3, 1]","[3, 2]","[1, 0]","[1, 1]","[1, 2]","[2, 1]",15
"[3, 0]","[2, 0]","[3, 1]","[3, 2]","[1, 0]","[1, 1]","[2, 1]","[1, 2]",15
"[3, 0]","[2, 0]","[3, 1]","[3, 2]","[1, 0]","[2, 1]","[1, 1]","[1, 2]",15
"[3, 0]","[2, 0]","[3, 1]","[3, 2]","[2, 1]","[1, 0]","[1, 1]","[1, 2]",18
"[3, 0]","[3, 1]","[1, 0]","[1, 1]","[1, 2]","[2, 0]","[2, 1]","[3, 2]",14
"[3, 0]","[3, 1]","[1, 0]","[1, 1]","[1, 2]","[2, 0]","[3, 2]","[2, 1]",13
"[3, 0]","[3, 1]","[1, 0]","[1, 1]","[1, 2]","[3, 2]","[2, 0]","[2, 1]",13
"[3, 0]","[3, 1]","[1, 0]","[1, 1]","[2, 0]","[1, 2]","[2, 1]","[3, 2]",13
"[3, 0]","[3, 1]","[1, 0]","[1, 1]","[2, 0]","[1, 2]","[3, 2]","[2, 1]",12
"[3, 0]","[3, 1]","[1, 0]","[1, 1]","[2, 0]","[2, 1]","[1, 2]","[3, 2]",13
"[3, 0]","[3, 1]","[1, 0]","[1, 1]","[2, 0]","[2, 1]","[3, 2]","[1, 2]",13
"[3, 0]","[3, 1]","[1, 0]","[1, 1]","[2, 0]","[3, 2]","[1, 2]","[2, 1]",12
"[3, 0]","[3, 1]","[1, 0]","[1, 1]","[2, 0]","[3, 2]","[2, 1]","[1, 2]",12
"[3, 0]","[3, 1]","[1, 0]","[1, 1]","[3, 2]","[1, 2]","[2, 0]","[2, 1]",13
"[3, 0]","[3, 1]","[1, 0]","[1, 1]","[3, 2]","[2, 0]","[1, 2]","[2, 1]",12
"[3, 0]","[3, 1]","[1, 0]","[1, 1]","[3, 2]","[2, 0]","[2, 1]","[1, 2]",12
"[3, 0]","[3, 1]","[1, 0]","[2, 0]","[1, 1]","[1, 2]","[2, 1]","[3, 2]",13
"[3, 0]","[3, 1]","[1, 0]","[2, 0]","[1, 1]","[1, 2]","[3, 2]","[2, 1]",12
"[3, 0]","[3, 1]","[1, 0]","[2, 0]","[1, 1]","[2, 1]","[1, 2]","[3, 2]",13
"[3, 0]","[3, 1]","[1, 0]","[2, 0]","[1, 1]","[2, 1]","[3, 2]","[1, 2]",13
"[3, 0]","[3, 1]","[1, 0]","[2, 0]","[1, 1]","[3, 2]","[1, 2]","[2, 1]",12
"[3, 0]","[3, 1]","[1, 0]","[2, 0]","[1, 1]","[3, 2]","[2, 1]","[1, 2]",12
"[3, 0]","[3, 1]","[1, 0]","[2, 0]","[2, 1]","[1, 1]","[1, 2]","[3, 2]",13
"[3, 0]","[3, 1]","[1, 0]","[2, 0]","[2, 1]","[1, 1]","[3, 2]","[1, 2]",13
"[3, 0]","[3, 1]","[1, 0]","[2, 0]","[2, 1]","[3, 2]","[1, 1]","[1, 2]",13
"[3, 0]","[3, 1]","[1, 0]","[2, 0]","[3, 2]","[1, 1]","[1, 2]","[2, 1]",12
"[3, 0]","[3, 1]","[1, 0]","[2, 0]","[3, 2]","[1, 1]","[2, 1]","[1, 2]",12
"[3, 0]","[3, 1]","[1, 0]","[2, 0]","[3, 2]","[2, 1]","[1, 1]","[1, 2]",12
"[3, 0]","[3, 1]","[1, 0]","[3, 2]","[1, 1]","[1, 2]","[2, 0]","[2, 1]",13
"[3, 0]","[3, 1]","[1, 0]","[3, 2]","[1, 1]","[2, 0]","[1, 2]","[2, 1]",12
"[3, 0]","[3, 1]","[1, 0]","[3, 2]","[1, 1]","[2, 0]","[2, 1]","[1, 2]",12
"[3, 0]","[3, 1]","[1, 0]","[3, 2]","[2, 0]","[1, 1]","[1, 2]","[2, 1]",12
"[3, 0]","[3, 1]","[1, 0]","[3, 2]","[2, 0]","[1, 1]","[2, 1]","[1, 2]",12
"[3, 0]","[3, 1]","[1, 0]","[3, 2]","[2, 0]","[2, 1]","[1, 1]","[1, 2]",12
"[3, 0]","[3, 1]","[2, 0]","[1, 0]","[1, 1]","[1, 2]","[2, 1]","[3, 2]",13
"[3, 0]","[3, 1]","[2, 0]","[1, 0]","[1, 1]","[1, 2]","[3, 2]","[2, 1]",12
"[3, 0]","[3, 1]","[2, 0]","[1, 0]","[1, 1]","[2, 1]","[1, 2]","[3, 2]",13
"[3, 0]","[3, 1]","[2, 0]","[1, 0]","[1, 1]","[2, 1]","[3, 2]","[1, 2]",13
"[3, 0]","[3, 1]","[2, 0]","[1, 0]","[1, 1]","[3, 2]","[1, 2]","[2, 1]",12
"[3, 0]","[3, 1]","[2, 0]","[1, 0]","[1, 1]","[3, 2]","[2, 1]","[1, 2]",12
"[3, 0]","[3, 1]","[2, 0]","[1, 0]","[2, 1]","[1, 1]","[1, 2]","[3, 2]",13
"[3, 0]","[3, 1]","[2, 0]","[1, 0]","[2, 1]","[1, 1]","[3, 2]","[1, 2]",13
"[3, 0]","[3, 1]","[2, 0]","[1, 0]","[2, 1]","[3, 2]","[1, 1]","[1, 2]",13
"[3, 0]","[3, 1]","[2, 0]","[1, 0]","[3, 2]","[1, 1]","[1, 2]","[2, 1]",12
"[3, 0]","[3, 1]","[2, 0]","[1, 0]","[3, 2]","[1, 1]","[2, 1]","[1, 2]",12
"[3, 0]","[3, 1]","[2, 0]","[1, 0]","[3, 2]","[2, 1]","[1, 1]","[1, 2]",12
"[3, 0]","[3, 1]","[2, 0]","[2, 1]","[1, 0]","[1, 1]","[1, 2]","[3, 2]",19
"[3, 0]","[3, 1]","[2, 0]","[2, 1]","[1, 0]","[1, 1]","[3, 2]","[1, 2]",19
"[3, 0]","[3, 1]","[2, 0]","[2, 1]","[1, 0]","[3, 2]","[1, 1]","[1, 2]",19
"[3, 0]","[3, 1]","[2, 0]","[2, 1]","[3, 2]","[1, 0]","[1, 1]","[1, 2]",20
"[3, 0]","[3, 1]","[2, 0]","[3, 2]","[1, 0]","[1, 1]","[1, 2]","[2, 1]",14
"[3, 0]","[3, 1]","[2, 0]","[3, 2]","[1, 0]","[1, 1]","[2, 1]","[1, 2]",14
"[3, 0]","[3, 1]","[2, 0]","[3, 2]","[1, 0]","[2, 1]","[1, 1]","[1, 2]",14
"[3, 0]","[3, 1]","[2, 0]","[3, 2]","[2, 1]","[1, 0]","[1, 1]","[1, 2]",19
"[3, 0]","[3, 1]","[3, 2]","[1, 0]","[1, 1]","[1, 2]","[2, 0]","[2, 1]",20
"[3, 0]","[3, 1]","[3, 2]","[1, 0]","[1, 1]","[2, 0]","[1, 2]","[2, 1]",14
"[3, 0]","[3, 1]","[3, 2]","[1, 0]","[1, 1]","[2, 0]","[2, 1]","[1, 2]",14
"[3, 0]","[3, 1]","[3, 2]","[1, 0]","[2, 0]","[1, 1]","[1, 2]","[2, 1]",14
"[3, 0]","[3, 1]","[3, 2]","[1, 0]","[2, 0]","[1, 1]","[2, 1]","[1, 2]",14
"[3, 0]","[3, 1]","[3, 2]","[1, 0]","[2, 0]","[2, 1]","[1, 1]","[1, 2]",14
"[3, 0]","[3, 1]","[3, 2]","[2, 0]","[1, 0]","[1, 1]","[1, 2]","[2, 1]",14
"[3, 0]","[3, 1]","[3, 2]","[2, 0]","[1, 0]","[1, 1]","[2, 1]","[1, 2]",14
"[3, 0]","[3, 1]","[3, 2]","[2, 0]","[1, 0]","[2, 1]","[1, 1]","[1, 2]",14
"[3, 0]","[3, 1]","[3, 2]","[2, 0]","[2, 1]","[1, 0]","[1, 1]","[1, 2]",19
